seq,lost_id,track_key,z_score_m_bridge,z_bridge_dist,z_dist_h,z_log_h_ratio,z_resid_mean,z_dir_cos,z_speed_mismatch,z_gap,v_score_m_bridge,v_bridge_dist,v_dist_h,v_log_h_ratio,v_resid_mean,v_dir_cos,v_speed_mismatch,v_gap,d_h_k8
MOT17-02-SDP,38,MOT17-02-SDP|38,1,1,1,1,1,1,1,0,1.13485,2.2919,0.73615,0.348315,2.49145,0.417347,0.00836091,276,1
MOT17-02-SDP,39,MOT17-02-SDP|39,1,1,1,1,1,1,1,1,0.413494,0.196965,0.479425,0.0570484,0.3048,0.985089,0.0104966,55,0
MOT17-02-SDP,39,MOT17-02-SDP|39,1,1,1,1,1,1,1,0,1.02214,1.48051,0.222689,0.238598,2.25293,-0.526608,0.0105956,173,1
MOT17-02-SDP,40,MOT17-02-SDP|40,1,1,1,1,1,0,1,1,0.393753,0.781777,0.161558,0.147082,0.84119,-0.866194,0.00827698,41,1
MOT17-02-SDP,41,MOT17-02-SDP|41,1,1,1,1,1,1,1,0,0.461684,1.61476,0.206066,0.155417,1.66237,0.705825,0.0184871,130,1
MOT17-02-SDP,42,MOT17-02-SDP|42,1,1,1,1,1,0,1,1,0.236665,0.474606,0.0423933,0.0350182,0.634576,-0.97158,0.010426,82,1
MOT17-02-SDP,42,MOT17-02-SDP|42,1,1,1,1,1,1,1,0,0.732832,0.686593,0.429405,0.413124,1.4749,0.310341,0.00615698,223,1
MOT17-02-SDP,43,MOT17-02-SDP|43,1,1,1,1,1,1,1,1,0.458477,0.169962,0.504667,0.0211539,0.311387,0.603748,0.00935784,35,0
MOT17-02-SDP,43,MOT17-02-SDP|43,1,1,1,1,1,1,1,1,1.88587,1.86937,1.88602,0.0216111,1.8854,0.594799,0.0036116,82,0
MOT17-02-SDP,43,MOT17-02-SDP|43,1,1,0,1,1,1,1,0,2.56733,1.51312,2.78278,0.0619197,1.87181,0.62162,0.00594853,171,2
MOT17-02-SDP,44,MOT17-02-SDP|44,1,1,1,1,1,1,1,1,0.237872,0.167145,0.182588,0.230289,0.389505,-0.560133,0.00229795,43,0
MOT17-02-SDP,44,MOT17-02-SDP|44,1,1,1,1,1,1,1,1,0.463864,0.834222,0.323562,0.346612,0.835759,-0.177712,0.0015346,91,0
MOT17-02-SDP,48,MOT17-02-SDP|48,1,1,1,1,1,1,1,1,0.370478,0.420006,0.264065,0.147794,0.668257,0.863043,0.00604743,74,0
MOT17-02-SDP,48,MOT17-02-SDP|48,1,1,1,1,1,1,1,1,0.472766,0.645367,0.2753,0.258155,1.04848,0.521506,0.000442278,120,0
MOT17-02-SDP,49,MOT17-02-SDP|49,1,1,1,1,1,1,1,1,0.211995,0.502033,0.127605,0.14476,0.503802,0.138188,0.00269989,69,0
MOT17-02-SDP,51,MOT17-02-SDP|51,1,1,1,1,1,1,1,1,0.402262,0.156773,0.534287,0.0753546,0.305097,0.965319,0.0245642,23,0
MOT17-02-SDP,51,MOT17-02-SDP|51,1,1,1,1,1,1,1,1,0.848811,0.396266,1.09794,0.212418,0.678999,0.976834,0.0254568,50,0
MOT17-02-SDP,52,MOT17-02-SDP|52,1,1,1,1,1,1,1,1,0.499641,0.696336,0.361266,0.146682,1.12417,-0.624618,0.0128942,109,0
MOT17-02-SDP,54,MOT17-02-SDP|54,1,1,1,1,1,1,1,1,1.22411,0.503187,1.35624,0.0811255,1.09156,0.995658,0.0137602,83,0
MOT17-02-SDP,54,MOT17-02-SDP|54,1,1,1,1,1,1,1,0,1.81253,1.44077,2.0705,0.137172,1.54606,0.9975,0.00723571,136,1
MOT17-02-SDP,54,MOT17-02-SDP|54,1,1,0,1,1,1,1,0,2.71563,1.67172,3.2096,0.304004,2.1578,0.995575,0.00705339,198,2
MOT17-02-SDP,55,MOT17-02-SDP|55,1,1,1,1,1,1,1,1,0.444246,0.496616,0.43348,0.448335,0.514308,-0.0826931,0.00187701,117,0
MOT17-02-SDP,56,MOT17-02-SDP|56,1,1,1,1,1,0,1,1,0.408121,1.0544,0.0744957,0.0421099,1.19716,-0.842021,0.000204636,111,1
MOT17-02-SDP,57,MOT17-02-SDP|57,1,1,1,1,1,1,1,1,1.47253,1.3506,1.5115,0.216092,1.43251,0.647235,0.0156017,88,0
MOT17-02-SDP,58,MOT17-02-SDP|58,1,1,1,1,1,1,1,1,0.136956,0.244441,0.129123,0.0841442,0.251963,-0.0609551,0.0122989,22,0
MOT17-02-SDP,58,MOT17-02-SDP|58,1,1,1,1,1,1,1,1,0.268998,0.140147,0.264971,0.0321787,0.326279,0.687237,0.0083538,70,0
MOT17-02-SDP,61,MOT17-02-SDP|61,1,1,1,1,1,1,1,1,0.854299,1.46366,0.670427,0.217496,1.46805,0.58788,0.0114077,113,0
MOT17-02-SDP,62,MOT17-02-SDP|62,1,1,1,1,1,1,1,1,0.313168,0.066086,0.46102,0.128386,0.0864546,0.994595,0.000926394,22,0
MOT17-02-SDP,63,MOT17-02-SDP|63,1,1,1,1,1,1,1,1,0.786931,0.565834,0.80608,0.124723,0.658803,0.703411,0.00649556,104,0
MOT17-02-SDP,66,MOT17-02-SDP|66,1,1,1,1,1,1,1,1,0.15143,0.0932479,0.150455,0.0545456,0.158846,0.989696,0.00715106,38,0
MOT17-02-SDP,68,MOT17-02-SDP|68,1,1,1,1,1,0,1,1,0.144144,0.191019,0.132336,0.0164296,0.242982,-0.712001,0.00856182,35,1
MOT17-02-SDP,71,MOT17-02-SDP|71,1,1,1,1,1,1,1,1,0.306009,0.257544,0.338998,0.198458,0.261078,0.153572,0.00312486,12,0
MOT17-02-SDP,71,MOT17-02-SDP|71,1,1,1,1,1,1,1,1,1.25268,0.545213,1.40588,0.0316261,1.02952,0.567291,0.00327979,74,0
MOT17-02-SDP,72,MOT17-02-SDP|72,1,1,1,1,1,1,1,1,0.310829,0.420964,0.26842,0.106433,0.430408,0.736955,0.0102937,23,0
MOT17-02-SDP,74,MOT17-02-SDP|74,1,1,1,1,1,1,1,1,0.435019,0.225289,0.447919,0.0873438,0.378672,0.845105,0.0107727,59,0
MOT17-02-SDP,74,MOT17-02-SDP|74,1,1,1,1,1,1,1,1,0.780374,0.530798,0.820414,0.147099,0.602063,0.859994,0.0060543,94,0
MOT17-02-SDP,78,MOT17-02-SDP|78,1,1,1,1,1,1,1,1,0.913088,0.849424,0.900884,0.0815841,0.948711,0.0970003,0.0017798,129,0
MOT17-02-SDP,84,MOT17-02-SDP|84,1,1,1,1,1,1,0,1,1.32853,1.83365,0.437041,0.0796409,2.0519,-0.0822828,0.0348064,94,1
MOT17-02-SDP,85,MOT17-02-SDP|85,1,1,1,1,1,1,1,1,0.184395,0.165849,0.184167,0.143575,0.185653,0.840293,0.000732236,37,0
MOT17-02-SDP,85,MOT17-02-SDP|85,1,1,1,1,1,1,1,1,0.348414,0.392073,0.317948,0.175021,0.51566,0.772598,0.00888744,67,0
MOT17-02-SDP,89,MOT17-02-SDP|89,1,1,1,1,1,1,1,1,0.127428,0.262773,0.0903867,0.060243,0.266146,-0.428958,0.00221938,35,0
MOT17-02-SDP,98,MOT17-02-SDP|98,1,1,1,1,1,1,1,1,0.249718,0.124267,0.29086,0.0530981,0.171877,0.991401,0.00469911,29,0
MOT17-02-SDP,107,MOT17-02-SDP|107,1,1,1,1,1,1,1,1,0.155968,0.230221,0.137949,0.0609473,0.239606,0.25229,0.00869684,26,0
MOT17-04-SDP,118,MOT17-04-SDP|118,1,1,1,1,1,1,1,1,0.128585,0.152195,0.12651,0.023938,0.153628,-0.595197,0.0036273,16,0
MOT17-04-SDP,126,MOT17-04-SDP|126,1,1,1,1,1,1,1,1,0.133965,0.0961347,0.113398,0.0544635,0.185522,0.476893,0.00508137,22,0
MOT17-04-SDP,131,MOT17-04-SDP|131,1,1,1,1,1,1,1,1,0.476265,0.448279,0.45856,0.0477974,0.516962,0.890595,0.000948551,88,0
MOT17-04-SDP,137,MOT17-04-SDP|137,1,1,1,1,1,1,1,1,0.36245,0.267856,0.410602,0.109029,0.27112,0.930166,0.00346612,25,0
MOT17-04-SDP,145,MOT17-04-SDP|145,1,1,1,1,1,1,1,1,0.128819,0.0947215,0.143448,0.00995734,0.0947224,0.996748,0.00713734,7,0
MOT17-04-SDP,150,MOT17-04-SDP|150,1,1,1,1,1,1,1,1,0.0807231,0.13916,0.0415021,0.00614139,0.250327,0.465018,0.00647581,36,0
MOT17-04-SDP,152,MOT17-04-SDP|152,1,1,1,1,1,1,1,1,0.250669,0.193478,0.240428,0.096546,0.289108,0.0355093,0.00121701,49,0
MOT17-04-SDP,160,MOT17-04-SDP|160,1,1,1,1,1,0,1,0,0.163676,0.271917,0.141869,0.0958486,0.317088,-0.989834,0.00038166,138,2
MOT17-04-SDP,167,MOT17-04-SDP|167,1,1,1,1,1,1,1,1,0.354406,0.320923,0.360681,0.103886,0.321006,-0.153561,0.00215693,19,0
MOT17-04-SDP,170,MOT17-04-SDP|170,1,1,1,1,1,1,1,1,0.338084,0.16606,0.399086,0.0494894,0.169815,0.88328,0.00161928,41,0
MOT17-04-SDP,182,MOT17-04-SDP|182,1,1,1,1,1,1,1,1,0.453472,0.522721,0.330522,0.0563942,0.725594,0.55627,0.00908934,91,0
MOT17-04-SDP,191,MOT17-04-SDP|191,1,1,1,1,1,1,1,1,0.13555,0.112007,0.143243,0.0555504,0.113445,0.139258,0.00760206,6,0
MOT17-05-SDP,208,MOT17-05-SDP|208,1,1,1,1,1,1,1,1,3.03192,3.02459,1.94883,0.0877831,3.03192,0.981196,0.00957313,18,0
MOT17-05-SDP,208,MOT17-05-SDP|208,0,1,0,1,1,1,0,1,5.24063,3.14138,4.22333,0.521586,5.24063,0.997329,0.178026,58,3
MOT17-05-SDP,209,MOT17-05-SDP|209,1,1,1,1,1,1,1,1,0.926717,1.34938,0.196505,0.158841,1.5248,0.0787622,0.0202041,31,0
MOT17-05-SDP,212,MOT17-05-SDP|212,1,1,1,1,1,1,0,1,0.708494,0.684706,0.77283,0.0803735,0.69228,0.999158,0.0275345,16,1
MOT17-05-SDP,213,MOT17-05-SDP|213,1,1,1,1,1,1,0,1,0.926398,0.897912,0.867197,0.146386,0.937196,0.981067,0.0509159,16,1
MOT17-05-SDP,213,MOT17-05-SDP|213,0,1,1,1,1,1,0,0,5.00782,3.6822,1.77164,0.33558,5.80624,0.96975,0.0720059,145,3
MOT17-05-SDP,214,MOT17-05-SDP|214,1,1,1,1,1,1,0,1,0.553652,0.361574,0.873063,0.126901,0.39418,0.999275,0.0470936,16,1
MOT17-05-SDP,218,MOT17-05-SDP|218,1,1,1,1,1,1,0,1,0.672403,0.342896,1.0782,0.201124,0.569071,0.955027,0.0434679,22,1
MOT17-05-SDP,219,MOT17-05-SDP|219,1,1,1,1,1,1,0,1,1.67544,0.358857,1.01819,0.0584012,1.67544,0.996205,0.0745889,18,1
MOT17-05-SDP,219,MOT17-05-SDP|219,1,1,1,1,1,1,0,1,1.96573,1.19219,1.06439,0.0616161,1.96573,0.981273,0.100011,31,1
MOT17-05-SDP,220,MOT17-05-SDP|220,1,1,1,1,1,1,0,1,1.99386,2.41743,0.372226,0.0958811,2.99898,0.97552,0.0410634,122,1
MOT17-05-SDP,223,MOT17-05-SDP|223,1,1,1,1,1,1,1,1,0.0704478,0.0549941,0.0701669,0.0646057,0.0724742,0.279214,0.00267835,16,0
MOT17-05-SDP,229,MOT17-05-SDP|229,1,1,1,1,1,1,1,1,0.0909425,0.0897337,0.0915202,0.0213637,0.0898295,0.341254,0.00315363,3,0
MOT17-05-SDP,246,MOT17-05-SDP|246,1,1,1,1,1,1,0,1,0.930332,0.246958,0.151895,0.17881,1.03291,0.667359,0.0415043,14,1
MOT17-05-SDP,246,MOT17-05-SDP|246,1,1,1,1,1,1,0,1,1.33105,1.28422,0.253961,0.182025,1.47209,0.469945,0.0653048,27,1
MOT17-05-SDP,264,MOT17-05-SDP|264,1,1,1,1,1,0,1,1,0.315229,0.314193,0.28773,0.0236657,0.34139,-0.984474,0.000218205,8,1
MOT17-05-SDP,266,MOT17-05-SDP|266,1,1,1,1,1,0,1,1,0.0878477,0.0550196,0.0155851,0.0471948,0.164061,-0.933891,0.0102378,7,1
MOT17-05-SDP,270,MOT17-05-SDP|270,1,1,1,1,1,1,1,1,0.289655,0.146672,0.292848,0.193927,0.287098,0.932691,0.00115059,10,0
MOT17-05-SDP,271,MOT17-05-SDP|271,1,1,1,1,1,1,1,1,0.259352,0.229702,0.220534,0.0332816,0.284523,-0.166758,0.017932,5,0
MOT17-05-SDP,271,MOT17-05-SDP|271,1,1,1,1,1,1,1,1,0.80582,0.540623,0.44775,0.130262,1.05309,0.991656,5.63927e-05,29,0
MOT17-05-SDP,274,MOT17-05-SDP|274,1,1,1,1,1,0,1,1,0.825693,1.07317,0.54251,0.101233,1.16797,-0.972191,0.0168734,22,1
MOT17-05-SDP,275,MOT17-05-SDP|275,1,1,1,1,1,0,1,1,0.208726,0.0875453,0.0773575,0.0303363,0.337837,-0.986854,0.021927,8,1
MOT17-05-SDP,279,MOT17-05-SDP|279,1,1,1,1,1,1,0,1,0.905699,0.250616,1.22493,0.0259608,0.836134,0.965115,0.190425,8,1
MOT17-05-SDP,280,MOT17-05-SDP|280,1,1,1,1,1,1,0,1,0.370093,0.36184,0.633338,0.00583254,0.370093,0.965193,0.0957118,4,1
MOT17-05-SDP,281,MOT17-05-SDP|281,1,1,1,1,1,1,0,1,0.267696,0.134536,0.1027,0.175294,0.319643,0.987656,0.0584923,8,1
MOT17-05-SDP,282,MOT17-05-SDP|282,1,1,1,1,1,1,1,1,0.350095,0.159911,0.0946301,0.0959879,0.490484,0.746712,0.00672011,9,0
MOT17-05-SDP,288,MOT17-05-SDP|288,1,1,1,1,1,1,1,1,0.0492064,0.0866185,0.0366669,0.0432867,0.129964,-0.417882,0.0106358,16,0
MOT17-05-SDP,290,MOT17-05-SDP|290,1,1,1,1,1,1,1,1,0.491845,0.302899,0.30223,0.0421396,0.773963,-0.263602,0.0146919,32,0
MOT17-05-SDP,290,MOT17-05-SDP|290,1,1,1,1,1,1,1,1,1.47937,2.19714,0.870013,0.210472,2.45535,-0.247589,0.0141501,73,0
MOT17-05-SDP,291,MOT17-05-SDP|291,1,1,1,1,1,0,0,1,0.535847,0.604259,0.413145,0.0539592,0.605004,-0.999986,0.0344143,11,2
MOT17-05-SDP,296,MOT17-05-SDP|296,1,1,1,1,1,0,1,1,0.291995,0.306126,0.222817,0.0386734,0.396282,-0.994711,0.003221,19,1
MOT17-05-SDP,296,MOT17-05-SDP|296,1,1,1,1,1,0,1,1,0.676656,0.603875,0.111314,0.0029499,1.54151,-0.864358,0.00832121,66,1
MOT17-05-SDP,297,MOT17-05-SDP|297,1,1,1,1,1,1,0,1,0.363422,0.426376,0.213379,0.174528,0.452586,0.955226,0.0323772,21,1
MOT17-05-SDP,306,MOT17-05-SDP|306,1,1,1,1,1,1,1,1,0.142547,0.0275221,0.166562,0.0419589,0.0968555,0.903346,0.0122997,9,0
MOT17-05-SDP,308,MOT17-05-SDP|308,1,1,1,1,1,1,1,1,0.15114,0.152511,0.0579494,0.0525832,0.321107,-0.628827,0.0130466,14,0
MOT17-05-SDP,324,MOT17-05-SDP|324,1,1,1,1,1,1,1,1,0.150354,0.196239,0.0931563,0.0383291,0.276434,0.86606,0.00801393,38,0
MOT17-05-SDP,347,MOT17-05-SDP|347,1,1,1,1,1,1,1,1,0.560874,0.619601,0.369102,0.0667189,0.619687,0.999969,0.00067376,14,0
MOT17-05-SDP,348,MOT17-05-SDP|348,1,1,1,1,1,1,0,1,0.107,0.164958,0.0619455,0.0187016,0.249462,-0.503561,0.059369,7,1
MOT17-05-SDP,348,MOT17-05-SDP|348,1,1,1,1,1,1,1,1,0.262934,0.150669,0.268061,0.239888,0.245213,0.980766,0.0165417,29,0
MOT17-05-SDP,353,MOT17-05-SDP|353,1,1,1,1,1,0,1,1,0.479974,0.516353,0.444277,0.126881,0.523645,-0.894548,0.00537655,13,1
MOT17-05-SDP,361,MOT17-05-SDP|361,1,1,1,1,1,1,1,1,0.197758,0.100143,0.296201,0.234517,0.126754,0.997129,0.015896,5,0
MOT17-05-SDP,362,MOT17-05-SDP|362,1,1,1,1,1,0,0,1,0.326253,0.292395,0.347922,0.00110719,0.292426,-0.893389,0.035366,3,2
MOT17-09-SDP,372,MOT17-09-SDP|372,1,1,1,1,1,1,1,1,1.06502,0.116303,1.29528,0.0258186,0.465483,0.962991,0.00971358,88,0
MOT17-09-SDP,373,MOT17-09-SDP|373,1,1,1,1,1,1,1,1,0.208471,0.217245,0.204015,0.0857964,0.234756,0.866312,0.00456572,68,0
MOT17-09-SDP,374,MOT17-09-SDP|374,1,1,1,1,1,0,1,1,0.219077,0.399852,0.188556,0.0866695,0.403344,-0.844542,0.0019724,65,1
MOT17-09-SDP,376,MOT17-09-SDP|376,1,1,1,1,1,1,1,1,0.40274,0.346138,0.409734,0.0524564,0.378259,0.997551,0.00499392,50,0
MOT17-09-SDP,377,MOT17-09-SDP|377,1,1,1,1,1,0,1,1,0.171818,0.110082,0.179362,0.140774,0.133988,-0.843221,0.00650388,20,1
MOT17-09-SDP,377,MOT17-09-SDP|377,1,1,1,1,1,0,1,1,0.655233,0.330826,0.687961,0.191787,0.48838,-0.999957,0.018956,38,1
MOT17-09-SDP,378,MOT17-09-SDP|378,1,1,1,1,1,1,1,1,0.455589,0.146023,0.626407,0.160775,0.146657,0.991238,0.00112617,34,0
MOT17-09-SDP,388,MOT17-09-SDP|388,1,1,1,1,1,1,1,1,0.395417,0.193454,0.477374,0.299948,0.237601,0.99059,0.00499013,59,0
MOT17-09-SDP,389,MOT17-09-SDP|389,1,1,1,1,1,1,1,1,0.32063,0.11346,0.525276,0.0672319,0.13496,0.992847,0.0128111,16,0
MOT17-09-SDP,389,MOT17-09-SDP|389,1,1,0,0,1,1,0,0,3.54346,1.17221,3.48494,0.724515,3.5827,0.995439,0.0374658,188,4
MOT17-09-SDP,391,MOT17-09-SDP|391,1,1,1,1,1,1,1,1,0.466062,0.253499,0.600891,0.130337,0.320111,0.903692,0.0139238,35,0
MOT17-09-SDP,393,MOT17-09-SDP|393,1,1,1,1,1,1,1,1,0.155121,0.0876626,0.172599,0.0713368,0.130488,0.784257,0.0126166,15,0
MOT17-09-SDP,394,MOT17-09-SDP|394,1,1,1,1,1,0,1,1,0.293938,0.298087,0.28957,0.275894,0.298198,-0.9084,0.019089,1,1
MOT17-09-SDP,402,MOT17-09-SDP|402,1,1,1,1,1,1,1,1,1.02273,1.09117,0.818027,0.132896,1.12219,0.260616,0.024537,35,0
MOT17-10-SDP,415,MOT17-10-SDP|415,1,1,1,1,1,1,0,1,0.215371,0.2152,1.01717,0.00891371,0.215371,0.997506,0.055975,3,1
MOT17-10-SDP,417,MOT17-10-SDP|417,1,1,1,1,1,1,1,1,0.293695,0.187195,0.26007,0.0332405,0.343646,-0.0789392,0.00369283,20,0
MOT17-10-SDP,419,MOT17-10-SDP|419,1,1,1,1,1,1,0,1,0.452647,0.0279995,0.639988,0.183384,0.392841,0.983642,0.0455533,15,1
MOT17-10-SDP,419,MOT17-10-SDP|419,1,1,1,1,1,1,0,1,0.75277,0.462383,0.932554,0.109546,0.691283,0.954892,0.0395247,30,1
MOT17-10-SDP,420,MOT17-10-SDP|420,1,1,1,1,1,0,0,1,2.11428,0.987297,2.1643,0.0151907,1.91986,-0.997285,0.0540476,54,2
MOT17-10-SDP,420,MOT17-10-SDP|420,1,0,1,1,1,0,0,1,2.91845,4.9381,2.39425,0.0226508,4.96088,-0.995924,0.0578513,77,3
MOT17-10-SDP,420,MOT17-10-SDP|420,1,1,1,1,0,0,0,1,2.71301,4.48441,1.7699,0.160804,6.55752,-0.998738,0.103499,114,3
MOT17-10-SDP,420,MOT17-10-SDP|420,1,1,0,1,1,0,1,0,2.70124,1.70934,2.79237,0.195247,2.32539,-0.995708,0.0197931,134,3
MOT17-10-SDP,425,MOT17-10-SDP|425,1,1,1,1,1,1,1,1,0.0935735,0.0453757,0.10175,0.00224593,0.0781423,0.946792,0.00882853,7,0
MOT17-10-SDP,425,MOT17-10-SDP|425,1,1,1,1,1,1,1,1,0.919626,0.998657,0.764451,0.0299138,1.20891,-0.53294,0.0047905,108,0
MOT17-10-SDP,426,MOT17-10-SDP|426,1,1,1,1,1,1,0,1,0.769845,0.764408,2.05242,0.0227701,0.769845,0.972006,0.0678916,8,1
MOT17-10-SDP,428,MOT17-10-SDP|428,1,1,1,1,1,1,0,1,0.726514,0.714258,0.675127,0.163734,0.726514,0.997929,0.108855,6,1
MOT17-10-SDP,428,MOT17-10-SDP|428,1,1,0,1,1,1,0,1,1.88638,1.4761,4.31247,0.131496,1.88638,0.970206,0.113052,25,2
MOT17-10-SDP,428,MOT17-10-SDP|428,1,1,0,1,1,1,0,1,2.56521,1.8222,5.38652,0.125836,2.56521,0.963959,0.0966598,37,2
MOT17-10-SDP,429,MOT17-10-SDP|429,1,1,1,1,1,0,1,1,1.05992,1.21644,0.863952,0.134572,1.22604,-0.856683,0.0166317,24,1
MOT17-10-SDP,430,MOT17-10-SDP|430,1,1,1,1,1,1,1,1,0.57941,0.0665677,0.507533,0.0153954,0.63577,0.670832,0.00493684,24,0
MOT17-10-SDP,430,MOT17-10-SDP|430,0,0,0,1,0,0,0,1,6.94329,9.7872,3.37137,0.0461517,9.7941,-0.792831,0.0622118,98,6
MOT17-10-SDP,440,MOT17-10-SDP|440,1,1,1,1,1,1,1,1,0.322564,0.0773604,0.449645,0.222967,0.152009,0.973946,0.0172429,15,0
MOT17-10-SDP,449,MOT17-10-SDP|449,1,1,1,1,1,1,1,1,0.398136,0.268546,0.46609,0.0187921,0.274646,0.769285,0.0176703,9,0
MOT17-10-SDP,449,MOT17-10-SDP|449,1,1,1,1,1,1,1,1,1.08732,1.83915,0.646225,0.147482,1.83991,0.769958,0.00500413,121,0
MOT17-10-SDP,453,MOT17-10-SDP|453,1,1,1,1,1,1,0,1,0.68281,0.0505403,0.59236,0.113231,0.742787,0.959855,0.033965,30,1
MOT17-10-SDP,454,MOT17-10-SDP|454,1,1,0,1,1,0,1,1,3.11558,4.0242,2.48781,0.0854283,4.04125,-0.92423,0.0218877,52,2
MOT17-10-SDP,454,MOT17-10-SDP|454,1,1,1,1,1,0,1,1,2.00497,2.45918,1.42582,0.121664,2.87267,-0.909151,0.0260176,67,1
MOT17-10-SDP,454,MOT17-10-SDP|454,1,1,0,1,1,0,1,0,3.74755,4.76605,2.50207,0.376706,5.84469,-0.879134,0.020511,180,3
